top,bookname,collection,info,label,type
18,我的绝色总裁老婆,1385775,【本书又名《神起地球》】没有人知道他从哪里来，但是见过他真面目的对他只有一个评价，那就是和魔鬼签订过契约的人。外人都称呼他为魔王，可是他自己却知道，他内心多么渴望一份宁静。接受了契约婚礼，奈何老婆冷如冰山，看一个非洲战场上的王，如何在不和谐的家庭里面左右逢源……书友①群：6670230（接近满员）书友②群：4664808（大量空位）,特种兵、轻松、强者回归、职场,[都市]
19,都市修真医圣,1261817,道法通神、医法通鬼。一位本应为了生计而狼藉奔波的三流大学毕业生，却因为一次不经意间的出手救人，否极泰来、令他好人有好报的得到了传说中修真界高人的玄术与医道传承，开启了另一个崭新且光怪陆离的新世界！ps：本书书友qq群：144958878,热血、医生、练功流,[都市]
20,兵王传奇,1207520,【2014星创奖第二季参赛作品】为了青梅竹马曾经的一句话，兵王辰南隐居市井，以开洗车行为生，却没想到曾经的红颜已坠入红尘。辰南心灰意冷，却遇美女总裁逼婚。莽莽长白延万里，皑皑珠峰屹九天，其内隐藏着何种秘密？荒凉的沙漠真的荒凉吗？这一切等着你来揭晓！【作者老四，VIP书友群：68716575，欢迎加入】,热血、医生、强者回归、阵法,[都市]
21,天眼小神医,1183103,绝品小神医纵横都市，装逼打脸，治病救人赚钱无所不能，谱写一段霸气的人生。超级爽文，日更六章，从不断更。,狡猾、医生、强者回归、职场,[都市]
22,都市无敌邪医,1049460,【【上巳祭灵异百万大征文】参赛作品】千古难遇的修炼天才，自遇轩辕神龙诀以后，修为暴涨但也难以突破一层瓶颈。老头子掐指一算，你机缘在山下！林夕一怔，差点泪崩：这么多年了，你终于说出了这句话。,冷酷、学生、强者回归、玄学,[都市]
23,无敌神龙养成系统,1023842,变身神龙，统御四海！海洋中，他是唯一的神龙，建立海底龙宫。虾兵蟹将跟随左右，海底狂鲨、巨型章鱼是为小弟。都市中，他龙游都市....书友群：一群二群已满！加三群：956145614,学生、无敌文、变身,[都市]
24,都市绝品仙医,1022888,无敌仙帝转世重生，附身华夏医学院学生，身手不凡，医术惊天。前世的无敌战帝、医道至尊，身陷世俗红尘，面对无穷诱惑，是会迷失自我，还是会坚守道心？是会沮丧颓废，彻底沉沦，还是会强势崛起，逆转乾坤？待我重修为仙帝，敢叫万界鬼神泣！书友群：720727108,热血、医生、强者回归、丹药,[都市]
25,我的邻家空姐,1010770,【2014星创奖第五季参赛作品】【完本神书，不用追更，免费一口气看个痛快】获24颗定海神珠，每一颗都有一种能力……屌丝差生林烽逆袭超能力，过目不忘，学习成绩蹭蹭涨！力大无穷，混混黄毛一脚踹！让清纯校花另眼相看，把美女老师惊得目瞪口呆！学渣逆袭成为全校偶像，当众演讲畅谈梦想未来！这是属于我们的青春校园，这里有我们大家共同的青春和梦想……,护花高手、无敌流、废柴流、异能、洪荒、都市修仙、现代修真、学生,[都市]
26,最强小农民,1000749,小农民偶得修真功法，会医术，会炼丹，驰骋都市，踏上最强之路！,草根崛起、都市修仙、种田、轻松,[都市]
27,都市圣医,978548,【精品完结作品】八年前，他家破人亡，流离失所。八年后，他铁血回归，带来焚天之恨。我要让苍天对我敬畏，我要让大地为我颤抖，我要这世界因我而疯狂。郭义！一个冷血，傲慢，不屑漠视天下苍生的男人。一个霸气，威猛，敢于挑战九天众生的传奇。,热血、孤儿、无敌文、丹药,[都市]
28,高手无敌,927018,【2014星创奖第二季参赛作品】一个神秘古武门派的传人！一个佣兵国度里面的大帝！一个高手中的超级高手！在都市中叱咤风云，走向最强巅峰的传奇！,热血、特种兵、强者回归、玄学,[都市]
29,天庭小狱卒,916781,刘浪意外成为天庭仙狱的一个小狱卒！,热血、豪门、玄学,[都市]
30,最强医生,912318,新书【最强狼王战兵】女朋友劈腿后，偶得玄佛珠，他医术变得精妙绝伦，凭借通天医术，霸道手腕，登顶最强王座！,热血、励志、医生,[都市]
31,极品仙帝在花都,898358,九劫仙帝，都市重生！  一个地球，一个仙界，这可是天地之差啊！  聊天群291475352   210961293粉丝群需要验证粉丝值，欢迎来聊,无敌文,[都市]
32,隐身侍卫,891215,新书《首富小村医》，桃子卖没了精心研制二十年，火爆出炉了，QQ阅读首发，铁杆杆们，你们在哪里？,暂无,[都市]
33,美女总裁的超级兵王,858832,（新书《都市第一战王》）传说中的佣兵大帝“禁忌神王”叶尘枫回归都市，以无敌之姿，横扫一切。揭开千年之谜，亚特兰蒂斯，玛雅文明，以及喜马拉雅山脉下隐藏的惊天之谜……,热血、特种兵、强者回归、赚钱,[都市]
34,重生之我的神级抽奖系统,810850,叶枫被车撞死了，不过人品大爆发啊，送了个抽奖系统不说，一言不和就把叶枫踹去重生了。             叶枫：打不过别人怎么办？             光脑：没事，神秘古武，超级异能，未来武器，只有你想不到的，没有系统抽不到的。打架？小菜一碟啦。             光脑：有人在你面前装X怎么办？叶枫：那不废话吗，给我往冒烟里打。  `...,轻松、豪门、重生,[都市]
35,神界红包群,799188,【【2016星创奖之都市职场参赛作品】】【完本作品】新书《直播之从高考后成为人生赢家》已发布刚刚被女友甩掉的鹿一凡，被莫名其妙的拉入一个神仙的微信红包群，从此他的幸福生活来临了！“恭喜你，抢到玉帝的愿望符一张，使用后可实现一个愿望。”“恭喜你，抢到斗战胜佛的七十二变功法，使用后可变化世间万物。”总之，鹿哥吊炸天的幸福生活从此开始了。,嚣张、明星、无敌文、西游、无敌流、腹黑、脑洞大、搞怪,[都市]
36,女总裁的专职保镖,787962,一个强者重回都市的故事！欢迎加入vip群311749928。,热血、特种兵、无敌文、龙,[都市]
37,我家宝宝你惹不起,775380,老爸！一个很神秘的男人。大姐！国际巨星，天后级别。二姐！亚洲首富，千亿富豪。三姐！医学天才，妙手回春。四姐！绘画大师，一画千金。五姐！国术高手，拳打世界。六姐！厨艺高手，世界名厨。七姐！特种兵神，闻风丧胆。八姐！著名作家，上亿点击。九姐！探险主播，粉丝千万。,轻松、学生、无敌文,[都市]
38,妖孽仙皇在都市,768306,（无敌文）紫薇仙域唯一立于仙道之巅的仙皇萧尘，重回都市，发现了很多有趣的事。曾经他丢下的垃圾功法，被一堆人奉为武道圣典。曾经哭着求着喊他师父的人，成为了人人敬仰的神境强者。萧尘：有没有稍微强一点的对手？,淡定、学生、无敌文,[都市]
39,都市最强特种兵,765874,【2014星创奖第二季参赛作品】他在战场上被召唤回国，原因无他，秉承父亲遗命完婚。本意想退婚，继续逍遥自在，却被岳父以死相逼，跟身家百亿的美女总裁未婚妻朝夕相处，自然是火花四溅！,热血、特种兵、练功流,[都市]
40,我跟天庭抢红包,755391,天相奇观，五星连珠，意外的手机一响：七仙女邀请痞仙加入仙宫红包群。“咦，我捡了个七星葫芦丹。”“我靠，手气最佳，三十万功德币，赶紧闪。”“财神爷，跟我拜把子吧。”“七公主，你的七彩纱衣，我找到喽。”萧七人生得意，抢着天庭的红包，逍遥在繁华都市，一路逆袭，走上巅峰人生！,恶搞、学生、无敌文、赚钱,[都市]
41,绝色总裁的超级兵王,748453,【【2016星创奖之都市职场参赛作品】】我是总裁未婚妻的的超级兵王，你们最好离我远一点，不然我媳妇又要吃醋了！,轻松、特种兵、强者回归、职场,[都市]
42,极品无敌神医,746911,三年前，赵阳被人栽赃陷害，赶出家门，却偶得奇遇，归来时已精通绝世医术，更兼玄奇功法在身！疑难杂症手到病除，专治各种不服，这是一个小神医逆天崛起，纵横天下的故事！,机智、医生、强者回归、赚钱,[都市]
43,校花的透视狂兵,729322,【火爆爽文】他是拥有透视眼的圣手仙医、特种兵王，因一纸婚书，只身来到花都，成为一名普通的学生。推荐新书《我是女儿的黑粉头子》金鳞岂是池中物？他这一世，注定为王。,爆笑、特种兵、系统流、盗墓,[都市]
44,我的冰山总裁未婚妻,719558,在佣兵界，他是赫赫有名的佣兵大帝。在医界，他是生死人肉白骨的神医。因为一纸婚约，龙潜都市。会透视，通医术，阅尽天下绝色。在这繁华的大都市，铸造属于他的神话。醉卧美人膝，醒掌天下权。,热血、特种兵、强者回归,[都市]
45,我的冰山总裁老婆,718611,（无线爽文经典，万订作品）他是赫赫有名的战争机器，让地下世界闻风丧胆的“死神。”因一场事故回归都市，跟冰山女总裁订立有名无实的婚姻。这是一个龙游都市，逍遥人生的故事。      读者群：568992156,特工、感情、现代都市、轻松,[都市]
46,妖孽奶爸在都市,717991,五年前，叶辰被人当做死狗沉江。五年后，一代天帝强势归来，却意外的发现自己有了一个宝贝女儿。女儿对着夜空许愿：“爸爸，人家想要天上的星星。”叶辰满脸宠溺，屈指一弹，一颗星辰划过苍穹，轰然落入东瀛国！女儿望着天际发呆：“爸爸，人家想要飞高高。”叶辰微微一笑，隔空一抓，龙族老祖九爪金龙撅着屁股瑟瑟发抖！“爸爸，人家还想要一个弟弟。”叶辰：“……”,嚣张、医生、强者回归、丹药,[都市]
47,超级兵王混都市,716813,【都市江湖，热血不灭】他是华夏超级兵王，更是让所有势力恐惧的杀神猎鹰！一次任务，让他回归都市，保护绝美未婚妻。从此，都市风云，将因他而动！,特种兵、强者回归、赚钱、护花高手,[都市]
48,花都最强医神,702433,八年监狱归来，女友背叛。欢迎加入老月书友群：435751008（盗版自行绕开。）,热血、医生、练功流、丹药,[都市]
49,都市之杀神无双,686327,【新书《都市龙渊战神》】他是世界闻名的巅峰杀手，却被家族逼婚，与美女总裁住在了一起。彼此看不顺眼却又不得不同居，萧凡决定回学校散散心，可是……,励志、学生、学院流,[都市]
50,都市之无上医神,677777,一个有着逆天医术的小医神，行走世间！他悬壶济世，专治疑难杂症，吊打各种不服，天下为之倾倒。他，是一个传奇！他，是屹立在武林和杏林最巅峰的神话！,勇猛、医生、无限流、职场,[都市]
51,极品最强大少,675386,无敌大少回归都市，校长你好，我是你的未婚夫……,护花高手,[都市]
52,超级小村民,675284,大年初一，他给了父母一亿红包！家乡建设，他投资了一百亿！他养出了狗王、鹰王、熊猫王！他发明了治疗近视的药，培养了一批尖端科技人才，研发了六代神龙战机，被誉为国士！冷艳总裁、清纯影后、高贵公主，各路美女为了争夺他大打出手！他，是从农村走出来的超级男人！【超级火书，看到八百章以上的都说精彩】,轻松、医生、无敌文、赚钱,[都市]
53,最强无敌学生,674027,一场阴谋让林天获得了意外收获，女友的突然离去让他暗暗发誓。    今日你弃我而去，它日让你高攀不起。    （书友群：308299772，内有福利无数！）,热血、学生、无敌文、赚钱,[都市]
54,神藏,670422,一念之间，沧海桑田打眼带你进入古玩的世界！！！,暂无,[都市]
55,都市极品仙帝,661395,人族仙帝赵君宇，遭受背叛，百族之战中壮烈牺牲。魂魄来到地球，重生在一个天生不举，众人嘲笑的废材大少身上。身具神奇术法，惊天医术，赵君宇从此强势崛起，杀伐决断，纵横都市。PS：本书男主荷尔蒙爆棚，杀伐决断，欢迎追读。（新书《我体内有仙府洞天》已签约，请大家多多支持，谢谢了！）,热血、医生、强者回归、丹药,[都市]
56,绝品透视眼,650271,【最畅销都市爽文】一场意外，他开了天眼，拥有一双神奇的眼睛。自此以后……在古玩界，他是最火热的捡漏之王；在医道界，他是最逆天的贴身神医；在古武界，他是最天才的一代宗师；,热血,[都市]
57,都市少年医生,627945,医术精湛的年轻人第一次来到繁华都市。他的人生从此开始多姿多彩……（纯都市故事，无玄幻修真情节）,热血、医生、护花高手、热血、轻松、正能量、谋略,[都市]
58,美女总裁的超品高手,627495,他是豪门弃少， 他本欲回归都市平静生活，却不料风云再起！且看苏晨如何一步步解开身世之谜，纵横天地，执掌乾坤！,冷酷、特种兵、强者回归,[都市]
59,我和美女总裁老婆,621525,【都市武侠、热血武林。】他，是超级高手，因接受一场传承，导致体质异变，生命受到危机，为延续生命，王者归来……,杀手、争霸流、玄学,[都市]
60,重生之神帝归来,619177,【百万追读，火爆爽文】神帝归来，傲绝都市！那一年，陈潇高考失利，女友分手，父母更是遭遇车祸，双双身亡。绝望之中他跃下山崖，试图了结一生，不想却穿越到了一个神奇宏大的武道世界！三千年后，陈潇已是镇压当世、横扫无敌的绝世大帝，但他却舍毅然舍弃万劫不灭的元始之躯，带着三千年的记忆重回少年时代！这一世，他只求红尘佳人，无愧于心！,淡定、学生、重生,[都市]
61,无敌悍民,618985,【万人追更，火爆爽文】农村小子偶然获得神农传承，从此一飞冲天，成为人中龙。带领大家走上一条致富路。,热血、医生、无敌文、赚钱,[都市]
